authorID|affiliation
1744439|Samsung
2115297828|Amazon
1715006|Intel
145666101|UW
2038165074|Google
2111680936|ByteDance
2274883|Peking
2125244|Alibaba
2106164|UC Berkeley
1682174|Google
1702172|Qualcomm
3252940|ByteDance
1744127|Harvard
52184096|Alibaba
2246856610|Apple
153787929|Huawei
2153901204|Amazon
88256002|Tencent
144380037|Apple
2746944|Tencent
2065682157|UW
144019071|Shanghai Jiao Tong
40511414|Zhejiang
1804489|Huawei
1679873|Tsinghua
3633358|Alibaba
2246319|Amazon
145481009|Stanford
2823893|CMU
144322708|MIT
6626836|UW
143936663|Microsoft
145036533|Intel
144159726|Intel
1897062|Samsung
1700597|UW
1703537|Uber
40867019|ETH Zurich
2798207|UT Austin
30489614|Facebook
1752093|Huawei
3527446|Princeton
47932906|MIT
28280741|Cambridge
49754061|HKUST
1847175|Tsinghua
2407842|Caltech
144036711|ETH Zurich
144888672|UW
40449634|Samsung
2108034421|UMich
144840717|Cambridge
1425082935|Huawei
144791622|Harvard
2232845|Stanford
145030811|Facebook
144418842|IBM
144574968|UW
2406435|Zhejiang
2064046776|Airbnb
1389955537|Tencent
2144516|UC Berkeley
1730754|Alibaba
144015029|Intel
1801719|Google
3001544|Airbnb
10777941|UMich
34812292|Shanghai Jiao Tong
2694442|Zhejiang
3163767|Princeton
1713164|Peking
1767318|Facebook
2613438|Cambridge
1721860|Stanford
1682008|Harvard
26378728|Peking
38628528|Peking
6288635|Oxford
2300368826|Caltech
1748808|Zhejiang
40337361|UW
3294736|Peking
144869300|UC Berkeley
1689108|Amazon
2465182|Peking
34505275|Princeton
1574064065|Uber
2498866|Shanghai Jiao Tong
2118105521|UW
29905643|UT Austin
2247411478|MIT
145233583|Huawei
1699339|Caltech
39189579|NVIDIA
47735253|Shanghai Jiao Tong
2055614715|UC Berkeley
7175017|Samsung
1413140200|Tsinghua
1694551096|CMU
1796267433|ETH Zurich
2067208983|ETH Zurich
1735243|Amazon
3211619|Facebook
47506317|Google
2358911|Baidu
2250210463|Samsung
34622402|UC Berkeley
2116443182|UC Berkeley
143816239|Qualcomm
1688882|Qualcomm
37785191|Cambridge
2143711163|UT Austin
1790421|UW
2252257837|Zhejiang
1736425|NVIDIA
144467554|Harvard
7512893|Airbnb
3090725|Zhejiang
1738575|Princeton
103010565|Airbnb
1743808|Qualcomm
2262448783|Amazon
5249055|Uber
49345823|UC Berkeley
50666189|Princeton
2388737|Apple
2228894764|Shanghai Jiao Tong
2864731|Huawei
4488990|Princeton
144288136|Apple
1764325|Microsoft
145905113|UT Austin
3334541|Airbnb
3275738|UT Austin
49785210|Peking
2314654|Zhejiang
2775559|Caltech
2870603|Alibaba
2346775264|UMich
6199470|Tsinghua
2660014|Apple
1979489|Harvard
1393935479|Apple
48041657|Cambridge
2679783|Peking
46279367|UMich
1755694|Alibaba
1719124|Airbnb
2088846|UMich
2894821|Stanford
2829009|Uber
3304621|ETH Zurich
35099951|CMU
2152469120|UMich
144095199|CMU
1703826|Zhejiang
2118440152|Qualcomm
1766624|Tencent
3476431|Stanford
143649421|Google
143901532|Princeton
35149981|UT Austin
1702915|Peking
2448692|Cambridge
2113670271|ETH Zurich
1576228528|Google
3151995|Airbnb
2649548|Qualcomm
4429495|Shanghai Jiao Tong
12565475|Airbnb
2585415|Cambridge
7828998|Cambridge
2291135512|MIT
2083526329|UW
2146245769|Intel
1796335|ETH Zurich
2467508|Alibaba
39756252|Airbnb
2256698086|Microsoft
3322351|Huawei
1792616|Intel
144751024|ETH Zurich
3172075|UT Austin
144643812|Uber
51005232|Oxford
1398381803|ETH Zurich
1705442|Apple
17895970|Caltech
40221187|HKUST
1753717562|Facebook
3472959|Peking
145355963|Amazon
92480907|Cambridge
50162175|Oxford
31592365|HKUST
145229121|Samsung
2064366548|Cambridge
134905027|UT Austin
31779043|MIT
2895041|ByteDance
143635540|Samsung
2108348149|UC Berkeley
143711382|Stanford
2134162313|IBM
2152662291|Oxford
145336368|Baidu
145124475|Intel
2243570610|Shanghai Jiao Tong
153701431|ETH Zurich
2108989415|Harvard
2511781|Amazon
144057990|Tencent
145573463|Caltech
50736254|UT Austin
145341374|UMich
3333658|Apple
2285903189|Princeton
1389909404|Alibaba
2105795|UW
1753652328|Microsoft
1781874|Samsung
